Orthogroup	Acinetobacter_baumannii	Mycobacterium_leprae	Mycobacterium_tuberculosis	Neisseria_gonorrhoeae	Pseudomonas_aeruginosa	Salmonella_enterica
OG0000728					g2127.t1, g3367.t1, g3402.t1, g4437.t1	g247.t1
OG0000729					g2206.t1, g2794.t1, g2801.t1, g3470.t1, g3805.t1	
OG0000730					g2291.t1, g2571.t1, g3713.t1	g5.t1, g936.t1
OG0000731					g2382.t1	g1403.t1, g2867.t1, g2914.t1, g3445.t1
OG0000732					g2548.t1, g2556.t1, g4149.t1, g4173.t1	g2290.t1
OG0000733					g3246.t1	g1048.t1, g1766.t1, g2400.t1, g2401.t1
OG0000734					g3327.t1, g3789.t1, g4658.t1, g5356.t1	g4089.t1
OG0000735					g4063.t1	g1531.t1, g2042.t1, g2998.t1, g95.t1
OG0000736						g111.t1, g13.t1, g29.t1, g564.t1, g592.t1
OG0000737						g1194.t1, g2902.t1, g35.t1, g3561.t1, g3701.t1
OG0000738						g1481.t1, g1560.t1, g2772.t1, g2793.t1, g78.t1
OG0000739						g1057.t1, g1389.t1, g3578.t1, g4010.t1, g568.t1
OG0000740						g1390.t1, g2358.t1, g4009.t1, g571.t1, g901.t1
OG0000741						g2469.t1, g3017.t1, g3843.t1, g778.t1, g906.t1
OG0000742						g1399.t1, g2120.t1, g3456.t1, g3585.t1, g3591.t1
OG0000743						g2759.t1, g2808.t1, g3015.t1, g3019.t1, g3387.t1
OG0000744	g31.t1		g520.t1		g4055.t1	g197.t1
OG0000745	g51.t1	g387.t1	g1370.t1		g409.t1	
OG0000746	g477.t1, g55.t1				g144.t1	g567.t1
OG0000747	g69.t1	g64.t1			g2653.t1	g898.t1
OG0000748	g82.t1	g1353.t1	g2960.t1		g4568.t1	
OG0000749	g83.t1	g1351.t1	g2958.t1		g4569.t1	
OG0000750	g131.t1		g1176.t1		g794.t1	g1045.t1
OG0000751	g144.t1				g1349.t1	g1711.t1, g1980.t1
OG0000752	g146.t1	g169.t1			g4109.t1	g4106.t1
OG0000753	g152.t1	g874.t1	g1282.t1		g3808.t1	
OG0000754	g155.t1	g1844.t1			g1549.t1	g451.t1
OG0000755	g160.t1		g3211.t1		g1541.t1, g2615.t1	
OG0000756	g169.t1	g1582.t1	g1888.t1			g3836.t1
OG0000757	g182.t1				g4415.t1	g3129.t1, g698.t1
OG0000758	g184.t1				g3192.t1, g3243.t1	g1763.t1
OG0000759	g186.t1				g3320.t1, g5230.t1	g1726.t1
OG0000760	g199.t1		g158.t1		g200.t1	g1374.t1
OG0000761	g208.t1		g496.t1		g400.t1	g355.t1
OG0000762	g219.t1		g691.t1		g4343.t1	g3204.t1
OG0000763	g230.t1				g5031.t1	g1588.t1, g4062.t1
OG0000764	g249.t1				g1829.t1, g791.t1	g418.t1
OG0000765	g253.t1				g1465.t1, g1466.t1, g544.t1	
OG0000766	g255.t1	g46.t1			g5131.t1	g3104.t1
OG0000767	g263.t1	g319.t1	g2469.t1		g2032.t1	
OG0000768	g301.t1	g565.t1	g3234.t1			g499.t1
OG0000769	g304.t1		g348.t1		g4853.t1	g2499.t1
OG0000770	g334.t1				g1789.t1, g414.t1	g2876.t1
OG0000771	g335.t1		g378.t1		g5433.t1	g3491.t1
OG0000772	g344.t1				g5189.t1, g5194.t1	g727.t1
OG0000773	g346.t1				g242.t1, g246.t1, g879.t1	
OG0000774	g362.t1				g4941.t1, g500.t1	g3152.t1
OG0000775	g372.t1	g1107.t1	g1638.t1		g4487.t1	
OG0000776	g386.t1		g246.t1		g4877.t1	g2231.t1
OG0000777	g399.t1		g1116.t1		g807.t1	g338.t1
OG0000778	g405.t1		g789.t1		g2821.t1	g2282.t1
OG0000779	g406.t1	g886.t1	g1294.t1			g3625.t1
OG0000780	g408.t1	g888.t1	g1296.t1			g3623.t1
OG0000781	g416.t1	g837.t1	g1229.t1			g3133.t1
OG0000782	g462.t1		g3105.t1		g2684.t1	g2166.t1
OG0000783	g464.t1		g3103.t1		g2682.t1	g2168.t1
OG0000784	g465.t1		g3101.t1		g2680.t1	g2170.t1
OG0000785	g482.t1		g334.t1		g2886.t1	g2174.t1
OG0000786	g483.t1		g385.t1		g3823.t1	g1762.t1
OG0000787	g489.t1	g61.t1			g3228.t1	g2485.t1
OG0000788	g492.t1				g3463.t1, g4701.t1	g3813.t1
OG0000789	g498.t1	g595.t1	g3208.t1		g439.t1	
OG0000790	g500.t1	g839.t1			g5141.t1	g2307.t1
OG0000791	g510.t1		g54.t1		g5026.t1	g4086.t1
OG0000792	g517.t1		g1018.t1		g1654.t1	g656.t1
OG0000793		g1.t1	g1.t1		g1.t1	g3596.t1
OG0000794		g2.t1	g2.t1		g2.t1	g3595.t1
OG0000795		g3.t1	g3.t1		g3.t1	g3594.t1
OG0000796		g11.t1	g12.t1, g1803.t1, g1805.t1			
OG0000797		g16.t1	g17.t1		g4080.t1	g597.t1
OG0000798		g17.t1	g18.t1		g1692.t1, g80.t1	
OG0000799		g19.t1	g20.t1		g1687.t1, g86.t1	
OG0000800		g22.t1	g37.t1		g412.t1	g2877.t1
OG0000801		g36.t1, g614.t1	g2738.t1, g526.t1			
OG0000802		g50.t1, g824.t1			g1333.t1, g297.t1	
OG0000803		g118.t1	g934.t1		g4823.t1	g3927.t1
OG0000804		g127.t1	g943.t1		g958.t1	g2334.t1
OG0000805		g147.t1	g979.t1		g5328.t1	g2845.t1
OG0000806		g156.t1	g991.t1		g4507.t1	g3038.t1
OG0000807		g173.t1			g4734.t1	g165.t1, g297.t1
OG0000808		g179.t1	g3557.t1		g4841.t1	g3068.t1
OG0000809		g185.t1	g3551.t1		g4821.t1	g176.t1
OG0000810		g186.t1	g3550.t1		g4822.t1	g175.t1
OG0000811		g195.t1	g998.t1		g602.t1	g87.t1
OG0000812		g196.t1	g999.t1		g4758.t1	g1662.t1
OG0000813		g198.t1	g1001.t1		g4761.t1	g1666.t1
OG0000814		g199.t1	g1002.t1		g4760.t1	g2080.t1
OG0000815		g205.t1	g1007.t1		g3062.t1	g1135.t1
OG0000816		g217.t1	g131.t1, g3413.t1, g402.t1			
OG0000817		g218.t1	g401.t1		g1023.t1	g2740.t1
OG0000818		g226.t1			g1315.t1, g404.t1	g694.t1
OG0000819		g230.t1	g361.t1		g4107.t1	g2210.t1
OG0000820		g232.t1	g418.t1		g5067.t1	g3877.t1
OG0000821		g233.t1	g417.t1		g4053.t1	g2004.t1
OG0000822		g236.t1	g409.t1		g4054.t1	g3876.t1
OG0000823		g252.t1	g3532.t1		g3705.t1	g2720.t1
OG0000824		g253.t1	g3531.t1		g3699.t1	g2719.t1
OG0000825		g254.t1	g3530.t1		g1819.t1	g502.t1
OG0000826		g255.t1	g3529.t1		g5030.t1	g4063.t1
OG0000827		g261.t1	g3524.t1		g4051.t1	g1471.t1
OG0000828		g272.t1	g3395.t1		g4518.t1	g3119.t1
OG0000829		g279.t1	g3386.t1		g5043.t1	g4050.t1
OG0000830		g282.t1	g3378.t1		g5042.t1	g4051.t1
OG0000831		g284.t1	g3375.t1		g590.t1	g2985.t1
OG0000832		g305.t1	g1981.t1, g3327.t1			g1807.t1
OG0000833		g307.t1	g3321.t1		g5223.t1	g3454.t1
OG0000834		g314.t1	g2476.t1		g5045.t1	g4047.t1
OG0000835		g346.t1	g2557.t1		g980.t1	g1777.t1
OG0000836		g1575.t1, g350.t1	g2553.t1, g99.t1			
OG0000837		g353.t1	g2550.t1		g3894.t1	g376.t1
OG0000838		g354.t1	g2549.t1		g3893.t1	g377.t1
OG0000839		g356.t1	g2547.t1		g1558.t1	g449.t1
OG0000840		g357.t1	g2546.t1		g5440.t1	g3500.t1
OG0000841		g359.t1	g2544.t1		g844.t1	g930.t1
OG0000842		g368.t1	g2532.t1		g2931.t1, g5020.t1	
OG0000843		g371.t1	g2523.t1		g2654.t1	g897.t1
OG0000844		g373.t1	g2518.t1		g411.t1	g2878.t1
OG0000845		g374.t1	g2517.t1		g3022.t1	g1118.t1
OG0000846		g377.t1	g2503.t1		g5134.t1	g3251.t1
OG0000847		g378.t1	g2502.t1		g5133.t1	g3250.t1
OG0000848		g379.t1	g2501.t1		g249.t1, g4940.t1	
OG0000849		g389.t1	g1373.t1		g4849.t1	g64.t1
OG0000850		g400.t1	g1392.t1		g5145.t1	g3824.t1
OG0000851		g406.t1	g1399.t1		g4134.t1	g384.t1
OG0000852		g408.t1	g1258.t1, g1358.t1, g1401.t1			
OG0000853		g409.t1	g1402.t1		g4133.t1	g1323.t1
OG0000854		g413.t1	g1410.t1		g2626.t1	g1819.t1
OG0000855		g414.t1	g1411.t1		g4550.t1	g3097.t1
OG0000856		g431.t1	g1435.t1		g3244.t1	g635.t1
OG0000857		g447.t1	g1455.t1		g3886.t1	g2372.t1
OG0000858		g453.t1	g2381.t1		g4649.t1	g42.t1
OG0000859		g474.t1	g2337.t1		g4059.t1	g627.t1
OG0000860		g475.t1	g2336.t1		g4060.t1	g626.t1
OG0000861		g479.t1	g2333.t1		g783.t1	g2409.t1
OG0000862		g1823.t1, g485.t1, g618.t1	g3178.t1			
OG0000863		g500.t1	g3088.t1		g5181.t1	g2800.t1
OG0000864		g504.t1	g3054.t1		g380.t1	g3331.t1
OG0000865		g505.t1	g3053.t1		g381.t1	g3330.t1
OG0000866		g506.t1	g3052.t1		g4859.t1	g2505.t1
OG0000867		g512.t1, g513.t1	g3300.t1		g566.t1	
OG0000868		g522.t1	g3290.t1			g2802.t1, g2872.t1
OG0000869		g527.t1	g2130.t1, g3286.t1, g787.t1			
OG0000870		g529.t1	g3279.t1		g1604.t1	g676.t1
OG0000871		g532.t1	g3276.t1		g1601.t1	g673.t1
OG0000872		g533.t1	g3273.t1		g152.t1	g1359.t1
OG0000873		g542.t1	g3264.t1		g2980.t1, g4426.t1	
OG0000874		g547.t1	g3257.t1, g661.t1		g551.t1	
OG0000875		g549.t1, g551.t1	g3255.t1		g3337.t1	
OG0000876		g557.t1	g3244.t1		g1470.t1	g1828.t1
OG0000877		g562.t1	g3238.t1		g4362.t1	g3861.t1
OG0000878		g580.t1	g3225.t1		g5260.t1	g1957.t1
OG0000879		g582.t1	g3223.t1		g607.t1	g1953.t1
OG0000880		g590.t1	g3216.t1		g5424.t1	g1965.t1
OG0000881		g598.t1	g3205.t1			g1366.t1, g3788.t1
OG0000882		g608.t1	g3188.t1		g5046.t1	g4046.t1
OG0000883		g610.t1	g3186.t1		g4721.t1	g983.t1
OG0000884		g623.t1, g624.t1	g3169.t1		g1814.t1	
OG0000885		g643.t1	g2312.t1		g587.t1	g2987.t1
OG0000886		g658.t1	g2737.t1		g4647.t1	g43.t1
OG0000887		g659.t1	g2736.t1		g4832.t1	g3058.t1
OG0000888		g665.t1	g2190.t1		g4075.t1	g593.t1
OG0000889		g666.t1	g2189.t1		g4745.t1	g2193.t1
OG0000890		g675.t1	g2177.t1		g671.t1	g199.t1
OG0000891		g686.t1	g2165.t1		g1337.t1	g409.t1
OG0000892		g1821.t1, g1822.t1, g693.t1	g2156.t1			
OG0000893		g707.t1	g2137.t1		g4506.t1	g115.t1
OG0000894		g708.t1	g2136.t1		g4505.t1	g116.t1
OG0000895		g712.t1	g2128.t1		g4501.t1	g120.t1
OG0000896		g713.t1	g2127.t1		g4500.t1	g121.t1
OG0000897		g714.t1	g2126.t1		g4499.t1	g122.t1
OG0000898		g715.t1	g2125.t1		g4498.t1	g123.t1
OG0000899		g721.t1	g2119.t1		g401.t1	g2881.t1
OG0000900		g746.t1	g1118.t1		g1959.t1	g3700.t1
OG0000901		g759.t1	g2701.t1		g5304.t1	g2779.t1
OG0000902		g760.t1	g2700.t1		g2625.t1	g1818.t1
OG0000903		g768.t1	g2690.t1		g3688.t1	g2622.t1
OG0000904		g773.t1	g2683.t1		g5039.t1	g4054.t1
OG0000905		g775.t1	g2681.t1		g5037.t1	g4056.t1
OG0000906		g778.t1	g2677.t1		g3067.t1	g3943.t1
OG0000907		g801.t1	g2639.t1		g1312.t1	g1700.t1
OG0000908		g803.t1	g2636.t1		g5129.t1	g3880.t1
OG0000909		g826.t1	g1209.t1, g188.t1		g1215.t1	
OG0000910		g830.t1	g1218.t1		g3551.t1	g2012.t1
OG0000911		g836.t1	g1228.t1		g5370.t1	g3689.t1
OG0000912		g841.t1	g1234.t1, g3035.t1		g1553.t1	
OG0000913		g864.t1	g1264.t1		g1636.t1	g2229.t1
OG0000914		g878.t1	g1286.t1		g5144.t1	g3825.t1
OG0000915		g881.t1	g1289.t1		g22.t1	g3169.t1
OG0000916		g882.t1	g1290.t1		g3206.t1	g3663.t1
OG0000917		g893.t1	g1302.t1		g4484.t1	g1914.t1
OG0000918		g895.t1	g1304.t1		g1006.t1	g1548.t1
OG0000919		g910.t1	g1321.t1		g2662.t1	g882.t1
OG0000920		g914.t1	g1328.t1		g4751.t1	g3859.t1
OG0000921		g917.t1	g1331.t1		g393.t1	g2884.t1
OG0000922		g940.t1	g1529.t1		g4645.t1	g45.t1
OG0000923		g949.t1	g1552.t1		g2204.t1	g1455.t1
OG0000924		g951.t1	g1555.t1		g3218.t1, g5339.t1	
OG0000925		g953.t1	g1558.t1		g427.t1	g729.t1
OG0000926		g961.t1	g1578.t1		g1015.t1	g692.t1
OG0000927		g962.t1	g1579.t1		g773.t1	g2464.t1
OG0000928		g963.t1	g1580.t1		g4609.t1	g141.t1
OG0000929		g972.t1	g1362.t1, g1645.t1, g1650.t1			
OG0000930		g984.t1	g1585.t1		g5240.t1	g1938.t1
OG0000931		g989.t1	g1590.t1		g5162.t1	g1942.t1
OG0000932		g994.t1	g1595.t1		g657.t1	g1612.t1
OG0000933		g997.t1	g1598.t1		g346.t1	g2788.t1
OG0000934		g1000.t1	g1601.t1		g1514.t1	g1280.t1
OG0000935		g1012.t1	g2110.t1		g3110.t1	g987.t1
OG0000936		g1015.t1	g2106.t1		g1992.t1	g2982.t1
OG0000937		g1024.t1	g2094.t1		g1871.t1	g3897.t1
OG0000938		g1029.t1	g2091.t1		g4534.t1	g1935.t1
OG0000939		g1039.t1	g2080.t1		g5148.t1	g3821.t1
OG0000940		g1044.t1	g2064.t1		g5164.t1	g3708.t1
OG0000941		g1045.t1	g2063.t1		g5166.t1	g3710.t1
OG0000942		g1063.t1	g1678.t1		g3148.t1	g2500.t1
OG0000943		g1074.t1	g1695.t1		g3225.t1	g913.t1
OG0000944		g1086.t1	g1615.t1		g4614.t1	g136.t1
OG0000945		g1092.t1	g1617.t1		g3199.t1	g734.t1
OG0000946		g1098.t1	g1626.t1		g2788.t1	g1238.t1
OG0000947		g1101.t1	g1630.t1, g816.t1		g4825.t1	
OG0000948		g1110.t1	g1641.t1		g3608.t1, g5270.t1	
OG0000949		g1126.t1	g2018.t1		g5012.t1	g1200.t1
OG0000950		g1145.t1	g2028.t1		g4472.t1	g4025.t1
OG0000951		g1150.t1	g2042.t1		g3007.t1	g1893.t1
OG0000952		g1154.t1	g2389.t1		g4083.t1	g600.t1
OG0000953		g1156.t1	g2395.t1, g367.t1		g2750.t1	
OG0000954		g1158.t1	g1609.t1, g2403.t1		g3280.t1	
OG0000955		g1163.t1	g2411.t1		g4654.t1	g3078.t1
OG0000956		g1167.t1	g2416.t1		g3172.t1	g2208.t1
OG0000957		g1181.t1	g1167.t1		g4805.t1	g2243.t1
OG0000958		g1187.t1	g1068.t1, g1158.t1, g322.t1			
OG0000959		g1201.t1	g1141.t1, g1855.t1, g2940.t1			
OG0000960		g1206.t1	g2709.t1		g2780.t1	g4111.t1
OG0000961		g1207.t1	g2715.t1		g2902.t1	g919.t1
OG0000962		g1208.t1	g2716.t1		g355.t1	g84.t1
OG0000963		g1209.t1	g2717.t1		g347.t1	g2787.t1
OG0000964		g1213.t1	g2723.t1		g963.t1	g1041.t1
OG0000965		g1227.t1	g2744.t1		g4833.t1	g3059.t1
OG0000966		g1228.t1	g2745.t1		g1180.t1	g542.t1
OG0000967		g1232.t1	g2787.t1		g4834.t1	g3060.t1
OG0000968		g1235.t1	g2790.t1		g4837.t1	g3063.t1
OG0000969		g1237.t1	g2794.t1		g1277.t1, g2089.t1	
OG0000970		g1239.t1	g2797.t1		g1289.t1	g1606.t1
OG0000971		g1248.t1	g2818.t1		g3721.t1	g218.t1
OG0000972		g1249.t1	g2819.t1		g3722.t1	g215.t1
OG0000973		g1252.t1	g2831.t1		g3723.t1	g217.t1
OG0000974		g1267.t1	g2851.t1		g3714.t1	g225.t1
OG0000975		g1269.t1	g2853.t1		g3814.t1	g2491.t1
OG0000976		g1271.t1	g2855.t1		g3815.t1	g2492.t1
OG0000977		g1272.t1	g2856.t1		g3816.t1	g2493.t1
OG0000978		g1280.t1	g2867.t1		g3730.t1	g209.t1
OG0000979		g1290.t1, g1291.t1	g2197.t1, g2198.t1			
OG0000980		g1296.t1	g2205.t1		g1293.t1	g602.t1
OG0000981		g1297.t1	g2207.t1		g3037.t1	g1978.t1
OG0000982		g1309.t1	g2874.t1		g362.t1	g3484.t1
OG0000983		g1310.t1	g2876.t1		g782.t1	g2410.t1
OG0000984		g1313.t1	g2914.t1		g368.t1	g3483.t1
OG0000985		g1314.t1	g2915.t1		g376.t1	g3333.t1
OG0000986		g1323.t1	g2922.t1		g5447.t1	g3502.t1
OG0000987		g1326.t1	g2925.t1		g761.t1	g2470.t1
OG0000988		g1332.t1	g2933.t1		g5343.t1	g2335.t1
OG0000989		g1335.t1	g2936.t1		g3181.t1	g107.t1
OG0000990		g1338.t1	g2941.t1		g3195.t1	g2254.t1
OG0000991		g1339.t1	g2942.t1		g322.t1	g1695.t1
OG0000992		g1343.t1	g1422.t1, g2945.t1, g885.t1			
OG0000993		g1346.t1	g2951.t1		g4785.t1	g113.t1
OG0000994		g1349.t1	g2955.t1		g1127.t1	g795.t1
OG0000995		g1380.t1	g2999.t1		g1554.t1, g2132.t1	
OG0000996		g1384.t1	g3004.t1		g1219.t1	g3606.t1
OG0000997		g1416.t1	g2223.t1		g4682.t1, g4686.t1	
OG0000998		g1418.t1	g2226.t1		g3083.t1	g1998.t1
OG0000999		g1431.t1	g2263.t1, g73.t1			g1452.t1
OG0001000		g1440.t1	g1476.t1		g4744.t1	g455.t1
OG0001001		g1444.t1	g1471.t1		g3131.t1, g4405.t1	
OG0001002		g1454.t1	g257.t1		g1295.t1	g1882.t1
OG0001003		g1459.t1	g720.t1		g4325.t1	g3186.t1
OG0001004		g1463.t1	g712.t1		g3032.t1	g1202.t1
OG0001005		g1468.t1	g706.t1		g4331.t1	g3192.t1
OG0001006		g1469.t1	g705.t1		g4332.t1	g3193.t1
OG0001007		g1470.t1	g704.t1		g4333.t1	g3194.t1
OG0001008		g1471.t1	g703.t1		g4334.t1	g3195.t1
OG0001009		g1472.t1	g702.t1		g4335.t1	g3196.t1
OG0001010		g1474.t1	g698.t1		g4336.t1	g3197.t1
OG0001011		g1475.t1	g697.t1		g4337.t1	g3198.t1
OG0001012		g1478.t1	g693.t1		g4341.t1	g3202.t1
OG0001013		g1482.t1	g688.t1		g4346.t1	g3207.t1
OG0001014		g1494.t1	g313.t1, g669.t1, g670.t1			
OG0001015		g1501.t1	g645.t1		g4354.t1	g3868.t1
OG0001016		g1502.t1	g641.t1		g5161.t1	g3707.t1
OG0001017		g1512.t1	g633.t1		g4357.t1	g3865.t1
OG0001018		g1513.t1	g632.t1		g4358.t1	g3864.t1
OG0001019		g1515.t1	g3488.t1, g630.t1		g3366.t1	
OG0001020		g1517.t1, g1818.t1	g628.t1		g2973.t1	
OG0001021		g1522.t1	g3539.t1		g5245.t1	g2891.t1
OG0001022		g1526.t1	g428.t1		g2223.t1	g541.t1
OG0001023		g1539.t1	g1094.t1		g3849.t1	g2342.t1
OG0001024		g1540.t1	g1093.t1		g4120.t1	g392.t1
OG0001025		g1541.t1	g1092.t1		g4445.t1	g870.t1
OG0001026		g1547.t1	g1083.t1		g1533.t1	g2911.t1
OG0001027		g1551.t1	g1079.t1			g1983.t1, g3862.t1
OG0001028		g1552.t1	g3407.t1		g3175.t1	g2211.t1
OG0001029		g1554.t1	g3409.t1		g4320.t1	g3181.t1
OG0001030		g1557.t1	g3411.t1		g4323.t1	g3184.t1
OG0001031		g1560.t1	g3415.t1		g5262.t1	g1955.t1
OG0001032		g1647.t1	g271.t1, g927.t1		g2176.t1	
OG0001033		g1655.t1	g2005.t1, g2114.t1, g566.t1			
OG0001034		g1665.t1	g894.t1		g4046.t1	g4076.t1
OG0001035		g1675.t1	g2571.t1		g1063.t1	g1344.t1
OG0001036		g1719.t1	g813.t1		g4946.t1	g3157.t1
OG0001037		g1737.t1	g801.t1		g770.t1	g2832.t1
OG0001038		g1753.t1	g770.t1		g1322.t1	g1758.t1
OG0001039		g1758.t1	g516.t1, g762.t1		g1226.t1	
OG0001040		g1787.t1	g553.t1		g5159.t1	g3705.t1
OG0001041		g1842.t1	g2796.t1		g1290.t1	g1899.t1
OG0001042		g1862.t1	g1515.t1, g1517.t1		g3548.t1	
OG0001043			g1909.t1, g50.t1			g1808.t1, g401.t1
OG0001044			g1703.t1, g544.t1, g63.t1, g948.t1			
OG0001045			g111.t1		g4510.t1	g290.t1, g3041.t1
OG0001046			g116.t1		g5277.t1	g2260.t1, g3592.t1
OG0001047			g164.t1		g2860.t1, g5284.t1, g5431.t1	
OG0001048			g170.t1, g1941.t1, g3447.t1, g584.t1			
OG0001049			g172.t1, g1943.t1, g3445.t1, g586.t1			
OG0001050			g173.t1, g1944.t1, g3444.t1, g587.t1			
OG0001051			g174.t1, g1945.t1, g3443.t1, g588.t1			
OG0001052			g175.t1, g1946.t1, g3442.t1, g589.t1			
OG0001053			g182.t1		g1225.t1	g3012.t1, g3306.t1
OG0001054			g192.t1		g2991.t1, g4194.t1	g1417.t1
OG0001055			g219.t1		g4782.t1, g4976.t1	g3150.t1
OG0001056			g1416.t1, g221.t1, g2254.t1, g2450.t1			
OG0001057			g266.t1		g2146.t1, g4595.t1	g662.t1
OG0001058			g305.t1		g1291.t1, g5290.t1	g536.t1
OG0001059			g332.t1		g5261.t1	g1956.t1, g3668.t1
OG0001060			g369.t1, g373.t1		g1538.t1, g4705.t1	
OG0001061			g371.t1		g1622.t1, g1910.t1, g2418.t1	
OG0001062			g398.t1, g446.t1, g502.t1, g667.t1			
OG0001063			g403.t1		g847.t1	g2181.t1, g2302.t1
OG0001064			g408.t1		g1001.t1, g341.t1	g2790.t1
OG0001065			g413.t1		g2997.t1, g332.t1	g2726.t1
OG0001066			g475.t1		g3153.t1, g4560.t1	g589.t1
OG0001067			g1962.t1, g483.t1		g4449.t1	g2850.t1
OG0001068			g501.t1		g1160.t1, g3318.t1, g340.t1	
OG0001069			g1354.t1, g1884.t1, g512.t1, g930.t1			
OG0001070			g562.t1		g4291.t1, g787.t1	g1784.t1
OG0001071			g573.t1, g899.t1		g1694.t1	g378.t1
OG0001072			g590.t1, g612.t1, g621.t1, g656.t1			
OG0001073			g1983.t1, g3131.t1, g3252.t1, g591.t1			
OG0001074			g1723.t1, g2713.t1, g602.t1, g617.t1			
OG0001075			g1957.t1, g2712.t1, g603.t1, g618.t1			
OG0001076			g662.t1		g3665.t1, g4050.t1	g4071.t1
OG0001077			g3016.t1, g763.t1		g3771.t1	g803.t1
OG0001078			g857.t1		g1521.t1, g3945.t1	g737.t1
OG0001079			g1025.t1, g1187.t1, g1774.t1, g2315.t1			
OG0001080			g1088.t1		g1645.t1, g2692.t1	g1266.t1
OG0001081			g1102.t1		g3455.t1, g717.t1	g3808.t1
OG0001082			g1189.t1		g3667.t1, g3821.t1	g3370.t1
OG0001083			g1207.t1		g3460.t1, g3744.t1, g4115.t1	
OG0001084			g1214.t1, g1675.t1		g3961.t1	g632.t1
OG0001085			g1319.t1		g1059.t1	g1704.t1, g756.t1
OG0001086			g1496.t1		g3623.t1	g2142.t1, g3670.t1
OG0001087			g1656.t1		g4207.t1	g1030.t1, g2121.t1
OG0001088			g1748.t1		g272.t1, g573.t1	g2603.t1
OG0001089			g1827.t1		g1638.t1	g1268.t1, g557.t1
OG0001090			g1844.t1		g2268.t1, g536.t1	g3786.t1
OG0001091			g1912.t1, g3513.t1, g3514.t1		g1033.t1	
OG0001092			g2043.t1		g2965.t1	g1894.t1, g1895.t1
OG0001093			g2209.t1		g1292.t1, g4606.t1	g1898.t1
OG0001094			g2351.t1		g1235.t1, g4307.t1, g4308.t1	
OG0001095			g2363.t1		g1356.t1, g366.t1	g3313.t1
OG0001096			g2647.t1		g946.t1	g2747.t1, g815.t1
OG0001097			g2649.t1, g2650.t1		g16.t1	g3176.t1
OG0001098			g2829.t1		g1867.t1, g3879.t1	g2355.t1
OG0001099			g2868.t1		g5390.t1	g2391.t1, g430.t1
OG0001100			g3013.t1		g4692.t1	g4113.t1, g558.t1
OG0001101			g3066.t1		g2536.t1, g3839.t1	g2397.t1
OG0001102			g3071.t1, g3282.t1		g3993.t1	g741.t1
OG0001103			g3098.t1		g1912.t1, g2678.t1	g2172.t1
OG0001104			g3210.t1		g5452.t1, g5453.t1	g2634.t1
OG0001105			g3242.t1		g3740.t1	g1276.t1, g2774.t1
OG0001106			g3317.t1		g2014.t1, g4792.t1	g2579.t1
OG0001107			g3348.t1		g147.t1	g49.t1, g619.t1
OG0001108					g1973.t1, g2112.t1, g2113.t1, g7.t1	
OG0001109					g11.t1, g3305.t1	g1075.t1, g2242.t1
OG0001110					g30.t1, g3299.t1, g5480.t1, g5490.t1	
OG0001111					g1691.t1, g2401.t1, g82.t1	g271.t1
OG0001112					g1690.t1, g2402.t1, g83.t1	g269.t1
OG0001113					g1689.t1, g2403.t1, g84.t1	g268.t1
OG0001114					g1677.t1, g2400.t1, g87.t1	g255.t1
OG0001115					g1678.t1, g2405.t1, g88.t1	g262.t1
OG0001116					g1679.t1, g2406.t1, g89.t1	g263.t1
OG0001117					g1682.t1, g2409.t1, g93.t1	g257.t1
OG0001118					g1683.t1, g2410.t1, g94.t1	g256.t1
OG0001119					g1684.t1, g2411.t1, g95.t1	g261.t1
OG0001120					g1162.t1, g138.t1, g1438.t1, g292.t1	
OG0001121					g1633.t1, g195.t1, g2375.t1, g4238.t1	
OG0001122					g226.t1, g5080.t1, g612.t1, g614.t1	
OG0001123					g258.t1, g5338.t1	g2712.t1, g3713.t1
OG0001124					g271.t1, g4247.t1	g2272.t1, g2602.t1
OG0001125					g1646.t1, g2537.t1, g276.t1	g1185.t1
OG0001126					g1046.t1, g1923.t1, g2424.t1, g308.t1	
OG0001127					g2050.t1, g323.t1, g331.t1	g4012.t1
OG0001128					g342.t1	g2268.t1, g2789.t1, g3840.t1
OG0001129					g2905.t1, g345.t1, g3527.t1, g802.t1	
OG0001130					g3141.t1, g3489.t1, g389.t1, g3999.t1	
OG0001131					g402.t1, g403.t1, g4384.t1	g2880.t1
OG0001132					g2994.t1, g3648.t1, g429.t1	g1078.t1
OG0001133					g1791.t1, g463.t1, g469.t1, g5296.t1	
OG0001134					g516.t1, g523.t1, g524.t1, g526.t1	
OG0001135					g519.t1, g520.t1, g521.t1, g522.t1	
OG0001136					g1752.t1, g1765.t1, g539.t1	g2273.t1
OG0001137					g1050.t1, g571.t1, g665.t1	g3010.t1
OG0001138					g644.t1	g2422.t1, g858.t1, g970.t1
OG0001139					g645.t1	g2421.t1, g859.t1, g971.t1
OG0001140					g646.t1	g2420.t1, g861.t1, g974.t1
OG0001141					g648.t1	g2418.t1, g863.t1, g976.t1
OG0001142					g4161.t1, g4626.t1, g4712.t1, g697.t1	
OG0001143					g4425.t1, g5472.t1, g711.t1	g640.t1
OG0001144					g1429.t1, g4285.t1, g716.t1	g1418.t1
OG0001145					g1995.t1, g3286.t1, g797.t1	g1533.t1
OG0001146					g1161.t1, g1587.t1, g3952.t1, g823.t1	
OG0001147					g2115.t1, g2433.t1, g3017.t1, g825.t1	
