Orthogroup	Mycobacterium_tuberculosis	Salmonella_enterica
OG0001600		g2660.t1, g2811.t1
OG0001601		g2712.t1, g3713.t1
OG0001602		g2750.t1, g2751.t1
OG0001603		g2764.t1, g3549.t1
OG0001604		g2819.t1, g4013.t1
OG0001605		g2835.t1, g3532.t1
OG0001606		g2939.t1, g3002.t1
OG0001607		g2964.t1, g4069.t1
OG0001608		g2970.t1, g3727.t1
OG0001609		g3028.t1, g3537.t1
OG0001610		g3033.t1, g3541.t1
OG0001611		g3219.t1, g4089.t1
OG0001612		g3283.t1, g3284.t1
OG0001613		g3326.t1, g3328.t1
OG0001614		g3344.t1, g3605.t1
OG0001615		g3435.t1, g4081.t1
OG0001616		g3442.t1, g3525.t1
OG0001617		g3476.t1, g3477.t1
OG0001618		g3553.t1, g3648.t1
OG0001619		g3588.t1, g3644.t1
OG0001620		g3607.t1, g3971.t1
OG0001621		g3732.t1, g3740.t1
OG0001622		g3768.t1, g3769.t1
