Orthogroup	Pseudomonas_aeruginosa	Salmonella_enterica
OG0001228	g1534.t1	g1020.t1
OG0001229	g1538.t1, g4705.t1	
OG0001230	g1541.t1, g2615.t1	
OG0001231	g1544.t1	g2264.t1
OG0001232	g1547.t1, g3325.t1	
OG0001233	g1548.t1	g450.t1
OG0001234	g1549.t1	g451.t1
OG0001235	g1550.t1	g452.t1
OG0001236	g1556.t1	g1376.t1
OG0001237	g1558.t1	g449.t1
OG0001238	g1559.t1	g1549.t1
OG0001239	g1566.t1, g4213.t1	
OG0001240	g1569.t1, g1573.t1	
OG0001241	g1580.t1	g2769.t1
OG0001242	g1592.t1	g3837.t1
OG0001243	g1593.t1	g360.t1
OG0001244	g1600.t1	g672.t1
OG0001245	g1601.t1	g673.t1
OG0001246	g1602.t1	g674.t1
OG0001247	g1604.t1	g676.t1
OG0001248	g1605.t1	g677.t1
OG0001249	g1608.t1	g679.t1
OG0001250	g1629.t1	g2220.t1
OG0001251	g1630.t1	g995.t1
OG0001252	g1634.t1	g3459.t1
OG0001253	g1636.t1	g2229.t1
OG0001254	g1653.t1	g657.t1
OG0001255	g1654.t1	g656.t1
OG0001256	g1655.t1	g655.t1
OG0001257	g1656.t1	g654.t1
OG0001258	g1658.t1	g1420.t1
OG0001259	g1662.t1	g1204.t1
OG0001260	g1663.t1	g479.t1
OG0001261	g1672.t1	g1498.t1
OG0001262	g1680.t1, g2408.t1	
OG0001263	g1694.t1	g378.t1
OG0001264	g1697.t1	g1547.t1
OG0001265	g1703.t1	g2226.t1
OG0001266	g1709.t1	g1985.t1
OG0001267	g1713.t1	g1321.t1
OG0001268	g1714.t1	g1320.t1
OG0001269	g1715.t1	g2682.t1
OG0001270	g1716.t1	g1319.t1
OG0001271	g1730.t1	g1300.t1
OG0001272	g1739.t1	g1296.t1
OG0001273	g1740.t1	g1297.t1
OG0001274	g1742.t1	g1307.t1
OG0001275	g1746.t1	g1310.t1
OG0001276	g1749.t1	g2025.t1
OG0001277	g1764.t1	g1084.t1
OG0001278	g1777.t1	g1601.t1
OG0001279	g1779.t1	g2736.t1
OG0001280	g1785.t1, g1986.t1	
OG0001281	g1786.t1, g1984.t1	
OG0001282	g1792.t1	g1252.t1
OG0001283	g1793.t1	g1253.t1
OG0001284	g1795.t1	g3818.t1
OG0001285	g1803.t1	g3240.t1
OG0001286	g1804.t1	g3239.t1
OG0001287	g1808.t1, g3429.t1	
OG0001288	g1809.t1, g2368.t1	
OG0001289	g1810.t1	g154.t1
OG0001290	g1816.t1	g500.t1
OG0001291	g1818.t1	g637.t1
OG0001292	g1819.t1	g502.t1
OG0001293	g1820.t1	g507.t1
OG0001294	g1826.t1	g415.t1
OG0001295	g1828.t1	g417.t1
OG0001296	g1831.t1	g420.t1
OG0001297	g1832.t1	g1586.t1
OG0001298	g1839.t1	g251.t1
OG0001299	g1840.t1	g252.t1
OG0001300	g1841.t1	g253.t1
OG0001301	g1846.t1	g1689.t1
OG0001302	g1849.t1	g3879.t1
OG0001303	g1850.t1	g2224.t1
OG0001304	g1859.t1	g3149.t1
OG0001305	g1863.t1, g4210.t1	
OG0001306	g1869.t1	g1189.t1
OG0001307	g1871.t1	g3897.t1
OG0001308	g1875.t1	g3275.t1
OG0001309	g1881.t1	g3645.t1
OG0001310	g1885.t1	g1858.t1
OG0001311	g1889.t1	g718.t1
OG0001312	g1896.t1, g3165.t1	
OG0001313	g1904.t1	g2507.t1
OG0001314	g1905.t1	g2508.t1
OG0001315	g1915.t1	g94.t1
OG0001316	g1933.t1, g4296.t1	
OG0001317	g1947.t1, g3838.t1	
OG0001318	g1955.t1, g3002.t1	
OG0001319	g1958.t1	g908.t1
OG0001320	g1959.t1	g3700.t1
OG0001321	g1991.t1	g693.t1
OG0001322	g1992.t1	g2982.t1
OG0001323	g1993.t1	g1522.t1
OG0001324	g1996.t1, g2064.t1	
OG0001325	g2026.t1	g3342.t1
OG0001326	g2037.t1	g794.t1
OG0001327	g2047.t1, g2946.t1	
OG0001328	g2059.t1	g3358.t1
OG0001329	g2060.t1	g2261.t1
OG0001330	g2067.t1	g2990.t1
OG0001331	g2072.t1	g3771.t1
OG0001332	g2075.t1	g3001.t1
OG0001333	g2103.t1, g5100.t1	
OG0001334	g2144.t1, g2171.t1	
OG0001335	g2153.t1	g2113.t1
OG0001336	g2162.t1	g562.t1
OG0001337	g2164.t1	g563.t1
OG0001338	g2168.t1	g313.t1
OG0001339	g2173.t1	g909.t1
OG0001340	g2193.t1	g3301.t1
OG0001341	g2196.t1	g748.t1
OG0001342	g2202.t1	g1454.t1
OG0001343	g2203.t1	g3277.t1
OG0001344	g2204.t1	g1455.t1
OG0001345	g2205.t1	g3298.t1
OG0001346	g2223.t1	g541.t1
OG0001347	g2225.t1, g3300.t1	
OG0001348	g2226.t1	g1617.t1
OG0001349	g2227.t1	g1618.t1
OG0001350	g2264.t1	g1448.t1
OG0001351	g2270.t1	g1964.t1
OG0001352	g2272.t1	g1949.t1
OG0001353	g2273.t1	g1979.t1
OG0001354	g2278.t1	g1950.t1
OG0001355	g2282.t1	g642.t1
OG0001356	g2292.t1	g1201.t1
OG0001357	g2322.t1, g2325.t1	
OG0001358	g2323.t1, g2324.t1	
OG0001359	g2328.t1	g1483.t1
OG0001360	g2331.t1, g5150.t1	
OG0001361	g2342.t1, g2343.t1	
OG0001362	g2357.t1	g2906.t1
OG0001363	g2360.t1	g3304.t1
OG0001364	g2376.t1	g3394.t1
OG0001365	g2385.t1, g2606.t1	
OG0001366	g2391.t1	g242.t1
OG0001367	g2397.t1, g3515.t1	
OG0001368	g2407.t1	g2910.t1
OG0001369	g2413.t1	g1872.t1
OG0001370	g2428.t1	g879.t1
OG0001371	g2432.t1, g5498.t1	
OG0001372	g2436.t1	g2111.t1
OG0001373	g2451.t1	g545.t1
OG0001374	g2470.t1, g3369.t1	
OG0001375	g2474.t1, g2598.t1	
OG0001376	g2483.t1, g5481.t1	
OG0001377	g2493.t1, g3091.t1	
OG0001378	g2506.t1	g2038.t1
OG0001379	g2507.t1	g2036.t1
OG0001380	g2512.t1, g3397.t1	
OG0001381	g2513.t1	g565.t1
OG0001382	g2520.t1	g3051.t1
OG0001383	g2570.t1	g1569.t1
OG0001384	g2580.t1	g4102.t1
OG0001385	g2581.t1	g4101.t1
OG0001386	g2587.t1	g3000.t1
OG0001387	g2602.t1	g3519.t1
OG0001388	g2607.t1, g2817.t1	
OG0001389	g2621.t1	g2956.t1
OG0001390	g2622.t1, g2853.t1	
OG0001391	g2623.t1	g1727.t1
OG0001392	g2625.t1	g1818.t1
OG0001393	g2626.t1	g1819.t1
OG0001394	g2645.t1	g1013.t1
OG0001395	g2646.t1	g3217.t1
OG0001396	g2647.t1	g3216.t1
OG0001397	g2648.t1	g3215.t1
OG0001398	g2649.t1	g1012.t1
OG0001399	g2650.t1	g757.t1
OG0001400	g2651.t1	g3009.t1
OG0001401	g2653.t1	g898.t1
OG0001402	g2654.t1	g897.t1
OG0001403	g2655.t1	g896.t1
OG0001404	g2656.t1	g895.t1
OG0001405	g2658.t1	g890.t1
OG0001406	g2660.t1	g889.t1
OG0001407	g2662.t1	g882.t1
OG0001408	g2664.t1	g1156.t1
OG0001409	g2667.t1	g1152.t1
OG0001410	g2668.t1	g1151.t1
OG0001411	g2670.t1	g1150.t1
OG0001412	g2671.t1	g1147.t1
OG0001413	g2675.t1	g3893.t1
OG0001414	g2681.t1	g2169.t1
OG0001415	g2682.t1	g2168.t1
OG0001416	g2683.t1	g2167.t1
OG0001417	g2685.t1	g2165.t1
OG0001418	g2686.t1	g2164.t1
OG0001419	g2687.t1	g2163.t1
OG0001420	g2689.t1	g2161.t1
OG0001421	g2699.t1, g2700.t1	
OG0001422	g2703.t1	g2274.t1
OG0001423	g2708.t1	g2739.t1
OG0001424	g2709.t1, g4397.t1	
OG0001425	g2732.t1	g2577.t1
OG0001426	g2738.t1	g346.t1
OG0001427	g2751.t1, g4826.t1	
OG0001428	g2752.t1	g2266.t1
OG0001429	g2773.t1	g279.t1
OG0001430	g2777.t1	g3512.t1
OG0001431	g2780.t1	g4111.t1
OG0001432	g2783.t1	g1243.t1
OG0001433	g2784.t1	g1242.t1
OG0001434	g2785.t1	g1241.t1
OG0001435	g2786.t1	g1240.t1
OG0001436	g2787.t1	g1239.t1
OG0001437	g2788.t1	g1238.t1
OG0001438	g2789.t1	g1237.t1
OG0001439	g2798.t1	g2874.t1
OG0001440	g2804.t1	g2618.t1
OG0001441	g2809.t1	g2110.t1
OG0001442	g2810.t1, g3355.t1	
OG0001443	g2815.t1, g5506.t1	
OG0001444	g2821.t1	g2282.t1
OG0001445	g2836.t1	g2235.t1
OG0001446	g2839.t1	g2555.t1
OG0001447	g2844.t1, g5505.t1	
OG0001448	g2854.t1	g3948.t1
OG0001449	g2865.t1	g2757.t1
OG0001450	g2870.t1	g168.t1
OG0001451	g2871.t1	g167.t1
OG0001452	g2874.t1	g289.t1
OG0001453	g2880.t1	g1728.t1
OG0001454	g2885.t1	g1198.t1
OG0001455	g2886.t1	g2174.t1
OG0001456	g2888.t1	g1725.t1
OG0001457	g2897.t1	g2966.t1
OG0001458	g2902.t1	g919.t1
OG0001459	g2909.t1	g4032.t1
OG0001460	g2914.t1	g472.t1
OG0001461	g2916.t1	g474.t1
OG0001462	g2917.t1	g3267.t1
OG0001463	g2919.t1	g183.t1
OG0001464	g2920.t1, g4906.t1	
OG0001465	g2924.t1	g3711.t1
OG0001466	g2934.t1	g1594.t1
OG0001467	g2936.t1, g5205.t1	
OG0001468	g2942.t1, g5228.t1	
OG0001469	g2959.t1, g3763.t1	
OG0001470	g2960.t1, g5077.t1	
OG0001471	g2961.t1	g1891.t1
OG0001472	g2962.t1	g1888.t1
OG0001473	g2963.t1	g1897.t1
OG0001474	g2965.t1	g1894.t1
OG0001475	g2966.t1	g1896.t1
OG0001476	g2967.t1	g1890.t1
OG0001477	g2968.t1	g1716.t1
OG0001478	g2979.t1	g3021.t1
OG0001479	g2980.t1, g4426.t1	
OG0001480	g3006.t1	g1892.t1
OG0001481	g3007.t1	g1893.t1
OG0001482	g3011.t1	g789.t1
OG0001483	g3012.t1	g792.t1
OG0001484	g3020.t1	g1120.t1
OG0001485	g3021.t1	g1119.t1
OG0001486	g3022.t1	g1118.t1
OG0001487	g3023.t1	g1117.t1
OG0001488	g3028.t1	g1111.t1
OG0001489	g3029.t1	g1110.t1
OG0001490	g3030.t1	g1109.t1
OG0001491	g3031.t1	g1108.t1
OG0001492	g3034.t1	g1105.t1
OG0001493	g3035.t1	g1104.t1
OG0001494	g3036.t1	g3860.t1
OG0001495	g3037.t1	g1978.t1
OG0001496	g3038.t1	g921.t1
OG0001497	g3039.t1	g920.t1
OG0001498	g3040.t1	g918.t1
OG0001499	g3043.t1	g916.t1
OG0001500	g3051.t1	g3854.t1
OG0001501	g3053.t1	g2114.t1
OG0001502	g3062.t1	g1135.t1
OG0001503	g3064.t1	g2258.t1
OG0001504	g3065.t1	g1128.t1
OG0001505	g3067.t1	g3943.t1
OG0001506	g3068.t1	g999.t1
OG0001507	g3079.t1	g991.t1
OG0001508	g3081.t1	g1044.t1
OG0001509	g3083.t1	g1998.t1
OG0001510	g3090.t1	g3724.t1
OG0001511	g3097.t1, g4282.t1	
OG0001512	g3107.t1	g3073.t1
OG0001513	g3108.t1	g990.t1
OG0001514	g3110.t1	g987.t1
OG0001515	g3115.t1, g3116.t1	
OG0001516	g3126.t1	g1781.t1
OG0001517	g3131.t1, g4405.t1	
OG0001518	g3143.t1	g986.t1
OG0001519	g3145.t1	g1199.t1
OG0001520	g3146.t1	g3287.t1
OG0001521	g3148.t1	g2500.t1
OG0001522	g3150.t1	g1825.t1
OG0001523	g3169.t1	g2205.t1
OG0001524	g3170.t1	g2206.t1
OG0001525	g3172.t1	g2208.t1
OG0001526	g3173.t1	g2209.t1
OG0001527	g3175.t1	g2211.t1
OG0001528	g3176.t1, g3406.t1	
OG0001529	g3177.t1	g2212.t1
OG0001530	g3178.t1	g3302.t1
OG0001531	g3179.t1	g109.t1
OG0001532	g3181.t1	g107.t1
OG0001533	g3187.t1	g3565.t1
OG0001534	g3190.t1	g2032.t1
OG0001535	g3195.t1	g2254.t1
OG0001536	g3199.t1	g734.t1
OG0001537	g3201.t1	g421.t1
OG0001538	g3209.t1	g3665.t1
OG0001539	g3218.t1, g5339.t1	
OG0001540	g3220.t1	g3666.t1
OG0001541	g3223.t1	g915.t1
OG0001542	g3224.t1	g914.t1
OG0001543	g3225.t1	g913.t1
OG0001544	g3226.t1	g911.t1
OG0001545	g3228.t1	g2485.t1
OG0001546	g3229.t1	g910.t1
OG0001547	g3230.t1	g2119.t1
OG0001548	g3235.t1	g1605.t1
OG0001549	g3237.t1	g723.t1
OG0001550	g3238.t1	g3504.t1
OG0001551	g3245.t1	g1765.t1
OG0001552	g3247.t1	g1196.t1
OG0001553	g3255.t1	g2244.t1
OG0001554	g3256.t1	g1764.t1
OG0001555	g3262.t1	g1608.t1
OG0001556	g3263.t1	g1609.t1
OG0001557	g3264.t1	g1621.t1
OG0001558	g3265.t1	g1624.t1
OG0001559	g3271.t1	g1203.t1
OG0001560	g3273.t1	g3721.t1
OG0001561	g3297.t1	g3976.t1
OG0001562	g3298.t1	g3977.t1
OG0001563	g3306.t1	g1697.t1
OG0001564	g3308.t1	g1699.t1
OG0001565	g3328.t1	g361.t1
OG0001566	g3333.t1, g3978.t1	
OG0001567	g3340.t1	g1398.t1
OG0001568	g3344.t1, g3345.t1	
OG0001569	g3347.t1, g4185.t1	
OG0001570	g3348.t1, g4186.t1	
OG0001571	g3349.t1, g4187.t1	
OG0001572	g3361.t1	g1532.t1
OG0001573	g3374.t1	g93.t1
OG0001574	g3379.t1, g3449.t1	
OG0001575	g3383.t1	g2869.t1
OG0001576	g3386.t1, g4908.t1	
OG0001577	g3403.t1	g3469.t1
OG0001578	g3407.t1	g1340.t1
OG0001579	g3410.t1	g3694.t1
OG0001580	g3415.t1	g2158.t1
OG0001581	g3419.t1	g1681.t1
OG0001582	g3423.t1	g3560.t1
OG0001583	g3430.t1, g4952.t1	
OG0001584	g3454.t1	g239.t1
OG0001585	g3457.t1	g2106.t1
OG0001586	g3466.t1, g3467.t1	
OG0001587	g3469.t1	g3932.t1
OG0001588	g3480.t1	g1761.t1
OG0001589	g3487.t1	g1656.t1
OG0001590	g3501.t1	g3973.t1
OG0001591	g3503.t1	g2753.t1
OG0001592	g3521.t1, g4729.t1	
OG0001593	g3522.t1	g1087.t1
OG0001594	g3526.t1	g2221.t1
OG0001595	g3533.t1	g3229.t1
OG0001596	g3538.t1	g527.t1
OG0001597	g3541.t1	g1461.t1
OG0001598	g3548.t1	g2574.t1
OG0001599	g3550.t1	g1982.t1
OG0001600	g3551.t1	g2012.t1
OG0001601	g3552.t1	g2013.t1
OG0001602	g3563.t1	g1351.t1
OG0001603	g3565.t1	g1349.t1
OG0001604	g3588.t1, g3589.t1	
OG0001605	g3596.t1	g3064.t1
OG0001606	g3598.t1	g1082.t1
OG0001607	g3599.t1	g1332.t1
OG0001608	g3601.t1	g3210.t1
OG0001609	g3603.t1	g802.t1
OG0001610	g3604.t1	g1331.t1
OG0001611	g3610.t1	g4.t1
OG0001612	g3617.t1, g3620.t1	
OG0001613	g3624.t1	g2143.t1
OG0001614	g3625.t1	g2144.t1
OG0001615	g3626.t1	g2145.t1
OG0001616	g3627.t1	g2146.t1
OG0001617	g3628.t1	g2147.t1
OG0001618	g3629.t1	g2148.t1
OG0001619	g3633.t1, g3832.t1	
OG0001620	g3634.t1	g114.t1
OG0001621	g3657.t1	g1370.t1
OG0001622	g3659.t1	g3699.t1
OG0001623	g3673.t1	g436.t1
OG0001624	g3675.t1	g3942.t1
OG0001625	g3684.t1	g2262.t1
OG0001626	g3687.t1, g5017.t1	
OG0001627	g3688.t1	g2622.t1
OG0001628	g3689.t1	g2623.t1
OG0001629	g3692.t1	g2699.t1
OG0001630	g3694.t1	g2714.t1
OG0001631	g3696.t1	g2716.t1
OG0001632	g3697.t1	g2717.t1
OG0001633	g3698.t1	g2718.t1
OG0001634	g3699.t1	g2719.t1
OG0001635	g3700.t1	g2052.t1
OG0001636	g3701.t1	g1519.t1
OG0001637	g3703.t1	g1836.t1
OG0001638	g3704.t1	g1837.t1
OG0001639	g3705.t1	g2720.t1
OG0001640	g3706.t1	g2721.t1
OG0001641	g3707.t1	g2742.t1
OG0001642	g3708.t1	g1655.t1
OG0001643	g3710.t1	g231.t1
OG0001644	g3711.t1	g227.t1
OG0001645	g3714.t1	g225.t1
OG0001646	g3715.t1	g224.t1
OG0001647	g3716.t1	g223.t1
OG0001648	g3717.t1	g222.t1
OG0001649	g3720.t1	g219.t1
OG0001650	g3721.t1	g218.t1
OG0001651	g3722.t1	g215.t1
OG0001652	g3724.t1	g216.t1
OG0001653	g3725.t1	g214.t1
OG0001654	g3726.t1	g213.t1
OG0001655	g3727.t1	g212.t1
OG0001656	g3728.t1	g211.t1
OG0001657	g3730.t1	g209.t1
OG0001658	g3736.t1	g2316.t1
OG0001659	g3740.t1	g1276.t1
OG0001660	g3741.t1, g4118.t1	
OG0001661	g3742.t1, g4117.t1	
OG0001662	g3745.t1	g3941.t1
OG0001663	g3746.t1	g433.t1
OG0001664	g3752.t1	g3354.t1
OG0001665	g3753.t1	g350.t1
OG0001666	g3757.t1	g1703.t1
OG0001667	g3758.t1	g454.t1
OG0001668	g3759.t1	g3848.t1
OG0001669	g3765.t1	g1067.t1
OG0001670	g3771.t1	g803.t1
OG0001671	g3773.t1	g2825.t1
OG0001672	g3784.t1	g1759.t1
OG0001673	g3796.t1	g2826.t1
OG0001674	g3797.t1	g234.t1
OG0001675	g3800.t1	g2976.t1
OG0001676	g3802.t1	g4065.t1
OG0001677	g3803.t1	g4064.t1
OG0001678	g3807.t1	g3.t1
OG0001679	g3809.t1	g2827.t1
OG0001680	g3810.t1	g2828.t1
OG0001681	g3814.t1	g2491.t1
OG0001682	g3815.t1	g2492.t1
OG0001683	g3816.t1	g2493.t1
OG0001684	g3817.t1	g2494.t1
OG0001685	g3818.t1	g2495.t1
OG0001686	g3819.t1	g2496.t1
OG0001687	g3820.t1	g2497.t1
OG0001688	g3823.t1	g1762.t1
OG0001689	g3826.t1	g1708.t1
OG0001690	g3829.t1	g2003.t1
OG0001691	g3830.t1	g634.t1
OG0001692	g3835.t1	g2395.t1
OG0001693	g3841.t1	g2340.t1
OG0001694	g3849.t1	g2342.t1
OG0001695	g3871.t1	g561.t1
OG0001696	g3873.t1	g2350.t1
OG0001697	g3874.t1	g2351.t1
OG0001698	g3876.t1	g2353.t1
OG0001699	g3877.t1	g2354.t1
OG0001700	g3880.t1	g2356.t1
OG0001701	g3881.t1	g2367.t1
OG0001702	g3882.t1	g2368.t1
OG0001703	g3883.t1	g2369.t1
OG0001704	g3884.t1	g2370.t1
OG0001705	g3885.t1	g2371.t1
OG0001706	g3886.t1	g2372.t1
OG0001707	g3888.t1	g2374.t1
OG0001708	g3890.t1	g2375.t1
OG0001709	g3891.t1	g2376.t1
OG0001710	g3892.t1	g1131.t1
OG0001711	g3893.t1	g377.t1
OG0001712	g3894.t1	g376.t1
OG0001713	g3895.t1	g375.t1
OG0001714	g3896.t1	g374.t1
OG0001715	g3900.t1, g3901.t1	
OG0001716	g3904.t1	g2366.t1
OG0001717	g3907.t1	g4110.t1
OG0001718	g3913.t1	g2176.t1
OG0001719	g3914.t1	g760.t1
OG0001720	g3923.t1	g2082.t1
OG0001721	g3928.t1	g3046.t1
OG0001722	g3936.t1, g5002.t1	
OG0001723	g3938.t1	g3218.t1
OG0001724	g3961.t1	g632.t1
OG0001725	g3965.t1	g1387.t1
OG0001726	g3966.t1	g1386.t1
OG0001727	g3980.t1	g4114.t1
OG0001728	g3988.t1	g3048.t1
OG0001729	g3989.t1	g3050.t1
OG0001730	g3993.t1	g741.t1
OG0001731	g3994.t1	g740.t1
OG0001732	g3995.t1	g739.t1
OG0001733	g4006.t1	g331.t1
OG0001734	g4007.t1	g330.t1
OG0001735	g4019.t1	g432.t1
OG0001736	g4038.t1	g184.t1
OG0001737	g4040.t1	g3791.t1
OG0001738	g4045.t1	g1155.t1
OG0001739	g4050.t1	g4071.t1
OG0001740	g4053.t1	g2004.t1
OG0001741	g4054.t1	g3876.t1
OG0001742	g4058.t1	g628.t1
OG0001743	g4060.t1	g626.t1
OG0001744	g4062.t1	g624.t1
OG0001745	g4065.t1	g606.t1
OG0001746	g4067.t1	g604.t1
OG0001747	g4074.t1	g591.t1
OG0001748	g4075.t1	g593.t1
OG0001749	g4076.t1	g594.t1
OG0001750	g4080.t1	g597.t1
OG0001751	g4082.t1	g599.t1
OG0001752	g4083.t1	g600.t1
OG0001753	g4085.t1	g302.t1
OG0001754	g4089.t1	g101.t1
OG0001755	g4098.t1	g4108.t1
OG0001756	g4102.t1	g2294.t1
OG0001757	g4103.t1	g2293.t1
OG0001758	g4108.t1	g1869.t1
OG0001759	g4109.t1	g4106.t1
OG0001760	g4120.t1	g392.t1
OG0001761	g4121.t1	g391.t1
OG0001762	g4125.t1	g1598.t1
OG0001763	g4126.t1, g5059.t1	
OG0001764	g4128.t1	g388.t1
OG0001765	g4130.t1	g386.t1
OG0001766	g4131.t1	g385.t1
OG0001767	g4132.t1	g2972.t1
OG0001768	g4133.t1	g1323.t1
OG0001769	g4134.t1	g384.t1
OG0001770	g4135.t1	g383.t1
OG0001771	g4145.t1	g1619.t1
OG0001772	g4150.t1	g2904.t1
OG0001773	g4153.t1	g2903.t1
OG0001774	g4171.t1	g1021.t1
OG0001775	g4196.t1	g2758.t1
OG0001776	g4205.t1	g1026.t1
OG0001777	g4208.t1	g1028.t1
OG0001778	g4209.t1	g1029.t1
OG0001779	g4217.t1	g1023.t1
OG0001780	g4222.t1, g5429.t1	
OG0001781	g4236.t1	g2980.t1
OG0001782	g4241.t1	g552.t1
OG0001783	g4242.t1	g550.t1
OG0001784	g4255.t1	g1442.t1
OG0001785	g4263.t1	g1554.t1
OG0001786	g4269.t1	g77.t1
OG0001787	g4278.t1	g1289.t1
OG0001788	g4286.t1	g720.t1
OG0001789	g4314.t1	g3960.t1
OG0001790	g4316.t1	g3959.t1
OG0001791	g4319.t1	g3180.t1
OG0001792	g4320.t1	g3181.t1
OG0001793	g4321.t1	g3182.t1
OG0001794	g4322.t1	g3183.t1
OG0001795	g4323.t1	g3184.t1
OG0001796	g4325.t1	g3186.t1
OG0001797	g4326.t1	g3187.t1
OG0001798	g4327.t1	g3188.t1
OG0001799	g4328.t1	g3189.t1
OG0001800	g4329.t1	g3190.t1
OG0001801	g4330.t1	g3191.t1
OG0001802	g4331.t1	g3192.t1
OG0001803	g4332.t1	g3193.t1
OG0001804	g4333.t1	g3194.t1
OG0001805	g4334.t1	g3195.t1
OG0001806	g4335.t1	g3196.t1
OG0001807	g4336.t1	g3197.t1
OG0001808	g4337.t1	g3198.t1
OG0001809	g4338.t1	g3199.t1
OG0001810	g4339.t1	g3200.t1
OG0001811	g4340.t1	g3201.t1
OG0001812	g4341.t1	g3202.t1
OG0001813	g4342.t1	g3203.t1
OG0001814	g4343.t1	g3204.t1
OG0001815	g4344.t1	g3205.t1
OG0001816	g4345.t1	g3206.t1
OG0001817	g4346.t1	g3207.t1
OG0001818	g4349.t1	g3213.t1
OG0001819	g4350.t1	g3214.t1
OG0001820	g4351.t1	g3871.t1
OG0001821	g4352.t1	g3870.t1
OG0001822	g4353.t1	g3869.t1
OG0001823	g4354.t1	g3868.t1
OG0001824	g4355.t1	g3867.t1
OG0001825	g4356.t1	g3866.t1
OG0001826	g4357.t1	g3865.t1
OG0001827	g4358.t1	g3864.t1
OG0001828	g4362.t1	g3861.t1
OG0001829	g4363.t1	g365.t1
OG0001830	g4365.t1	g2780.t1
OG0001831	g4366.t1	g2781.t1
OG0001832	g4367.t1	g2783.t1
OG0001833	g4396.t1	g1642.t1
OG0001834	g4398.t1	g1931.t1
OG0001835	g4422.t1, g4427.t1	
OG0001836	g4435.t1	g372.t1
OG0001837	g4440.t1	g3270.t1
OG0001838	g4441.t1	g3269.t1
OG0001839	g4445.t1	g870.t1
OG0001840	g4447.t1	g2848.t1
OG0001841	g4449.t1	g2850.t1
OG0001842	g4462.t1, g5102.t1	
OG0001843	g4468.t1	g588.t1
OG0001844	g4470.t1	g4028.t1
OG0001845	g4471.t1	g4027.t1
OG0001846	g4472.t1	g4025.t1
OG0001847	g4475.t1, g4476.t1	
OG0001848	g4477.t1	g434.t1
OG0001849	g4480.t1	g403.t1
OG0001850	g4484.t1	g1914.t1
OG0001851	g4485.t1	g133.t1
OG0001852	g4488.t1	g132.t1
OG0001853	g4491.t1	g130.t1
OG0001854	g4492.t1	g129.t1
OG0001855	g4494.t1	g127.t1
OG0001856	g4496.t1	g125.t1
OG0001857	g4497.t1	g124.t1
OG0001858	g4498.t1	g123.t1
OG0001859	g4499.t1	g122.t1
OG0001860	g4501.t1	g120.t1
OG0001861	g4502.t1	g119.t1
OG0001862	g4504.t1	g117.t1
OG0001863	g4505.t1	g116.t1
OG0001864	g4506.t1	g115.t1
OG0001865	g4507.t1	g3038.t1
OG0001866	g4508.t1	g3039.t1
OG0001867	g4510.t1	g3041.t1
OG0001868	g4512.t1	g3115.t1
OG0001869	g4517.t1	g3118.t1
OG0001870	g4518.t1	g3119.t1
OG0001871	g4519.t1	g2794.t1
OG0001872	g4524.t1	g3245.t1
OG0001873	g4526.t1	g3121.t1
OG0001874	g4527.t1	g2724.t1
OG0001875	g4528.t1	g2725.t1
OG0001876	g4530.t1	g661.t1
OG0001877	g4533.t1	g1936.t1
OG0001878	g4534.t1	g1935.t1
OG0001879	g4535.t1	g3081.t1
OG0001880	g4536.t1	g3082.t1
OG0001881	g4538.t1	g3084.t1
OG0001882	g4539.t1	g3085.t1
OG0001883	g4541.t1	g3087.t1
OG0001884	g4542.t1	g3089.t1
OG0001885	g4543.t1	g3090.t1
OG0001886	g4545.t1	g3092.t1
OG0001887	g4546.t1	g3093.t1
OG0001888	g4547.t1	g3094.t1
OG0001889	g4548.t1	g3095.t1
OG0001890	g4550.t1	g3097.t1
OG0001891	g4552.t1	g2967.t1
OG0001892	g4561.t1	g3142.t1
OG0001893	g4562.t1	g3143.t1
OG0001894	g4563.t1	g3144.t1
OG0001895	g4564.t1	g3145.t1
OG0001896	g4565.t1	g3146.t1
OG0001897	g4566.t1	g3147.t1
OG0001898	g4572.t1, g4577.t1	
OG0001899	g4589.t1	g3390.t1
OG0001900	g4598.t1	g2738.t1
OG0001901	g4607.t1	g142.t1
OG0001902	g4609.t1	g141.t1
OG0001903	g4613.t1	g3208.t1
OG0001904	g4614.t1	g136.t1
OG0001905	g4615.t1	g134.t1
OG0001906	g4619.t1	g2285.t1
OG0001907	g4629.t1	g2482.t1
OG0001908	g4630.t1	g2483.t1
OG0001909	g4643.t1	g47.t1
OG0001910	g4644.t1	g46.t1
OG0001911	g4645.t1	g45.t1
OG0001912	g4646.t1	g44.t1
OG0001913	g4647.t1	g43.t1
OG0001914	g4649.t1	g42.t1
OG0001915	g4651.t1	g301.t1
OG0001916	g4652.t1	g3074.t1
OG0001917	g4653.t1	g3077.t1
OG0001918	g4654.t1	g3078.t1
OG0001919	g4655.t1	g3079.t1
OG0001920	g4660.t1	g2931.t1
OG0001921	g4662.t1	g996.t1
OG0001922	g4664.t1, g4693.t1	
OG0001923	g4667.t1	g3285.t1
OG0001924	g4671.t1	g3281.t1
OG0001925	g4673.t1	g3577.t1
OG0001926	g4681.t1	g4116.t1
OG0001927	g4682.t1, g4686.t1	
OG0001928	g4691.t1	g559.t1
OG0001929	g4700.t1	g3177.t1
OG0001930	g4703.t1	g2996.t1
