Orthogroup	Mycobacterium_tuberculosis	Pseudomonas_aeruginosa
OG0001348	g2567.t1	g979.t1
OG0001349	g2569.t1	g4019.t1
OG0001350	g2578.t1	g2789.t1
OG0001351	g2582.t1, g2585.t1	
OG0001352	g2595.t1	g4669.t1
OG0001353	g2605.t1	g2316.t1
OG0001354	g2606.t1	g2318.t1
OG0001355	g2632.t1	g2885.t1
OG0001356	g2636.t1	g5129.t1
OG0001357	g2639.t1	g1312.t1
OG0001358	g2650.t1	g16.t1
OG0001359	g2655.t1	g5423.t1
OG0001360	g2659.t1	g3891.t1
OG0001361	g2668.t1, g2739.t1	
OG0001362	g2670.t1	g3051.t1
OG0001363	g2675.t1	g4135.t1
OG0001364	g2677.t1	g3067.t1
OG0001365	g2679.t1	g2587.t1
OG0001366	g2681.t1	g5037.t1
OG0001367	g2682.t1	g5380.t1
OG0001368	g2683.t1	g5039.t1
OG0001369	g2688.t1	g4058.t1
OG0001370	g2690.t1	g3688.t1
OG0001371	g2691.t1	g3689.t1
OG0001372	g2702.t1	g2656.t1
OG0001373	g2707.t1	g1021.t1
OG0001374	g2715.t1	g2902.t1
OG0001375	g2716.t1	g355.t1
OG0001376	g2717.t1	g347.t1
OG0001377	g2725.t1	g4850.t1
OG0001378	g2728.t1	g3391.t1
OG0001379	g2732.t1	g4284.t1
OG0001380	g2734.t1	g4831.t1
OG0001381	g2736.t1	g4832.t1
OG0001382	g2737.t1	g4647.t1
OG0001383	g2744.t1	g4833.t1
OG0001384	g2745.t1	g1180.t1
OG0001385	g2763.t1	g5132.t1
OG0001386	g2774.t1, g2777.t1	
OG0001387	g2784.t1	g3251.t1
OG0001388	g2785.t1	g4914.t1
OG0001389	g2787.t1	g4834.t1
OG0001390	g2788.t1	g4835.t1
OG0001391	g2789.t1	g4836.t1
OG0001392	g2790.t1	g4837.t1
OG0001393	g2793.t1	g971.t1
OG0001394	g2794.t1	g2089.t1
OG0001395	g2796.t1	g1290.t1
OG0001396	g2797.t1	g1289.t1
OG0001397	g2798.t1	g3000.t1
OG0001398	g2799.t1	g120.t1
OG0001399	g2809.t1	g300.t1
OG0001400	g2817.t1	g3876.t1
OG0001401	g2818.t1	g3721.t1
OG0001402	g2819.t1	g3722.t1
OG0001403	g2822.t1, g2825.t1	
OG0001404	g2831.t1	g3723.t1
OG0001405	g2832.t1	g3725.t1
OG0001406	g2839.t1	g3727.t1
OG0001407	g2840.t1	g3728.t1
OG0001408	g2844.t1	g2067.t1
OG0001409	g2845.t1	g21.t1
OG0001410	g2846.t1	g5392.t1
OG0001411	g2848.t1	g5278.t1
OG0001412	g2849.t1	g5279.t1
OG0001413	g2851.t1	g3714.t1
OG0001414	g2853.t1	g3814.t1
OG0001415	g2855.t1	g3815.t1
OG0001416	g2856.t1	g3816.t1
OG0001417	g2858.t1	g3817.t1
OG0001418	g2865.t1	g3818.t1
OG0001419	g2867.t1	g3730.t1
OG0001420	g2868.t1	g5390.t1
OG0001421	g2872.t1	g969.t1
OG0001422	g2874.t1	g362.t1
OG0001423	g2876.t1	g782.t1
OG0001424	g2887.t1, g2888.t1	
OG0001425	g2893.t1, g3381.t1	
OG0001426	g2898.t1	g1007.t1
OG0001427	g2903.t1	g348.t1
OG0001428	g2906.t1, g3383.t1	
OG0001429	g2907.t1, g2910.t1	
OG0001430	g2912.t1	g4396.t1
OG0001431	g2914.t1	g368.t1
OG0001432	g2915.t1	g376.t1
OG0001433	g2920.t1	g4249.t1
OG0001434	g2922.t1	g5447.t1
OG0001435	g2925.t1	g761.t1
OG0001436	g2926.t1	g4129.t1
OG0001437	g2931.t1	g1634.t1
OG0001438	g2933.t1	g5343.t1
OG0001439	g2936.t1	g3181.t1
OG0001440	g2943.t1	g3179.t1
OG0001441	g2950.t1	g4784.t1
OG0001442	g2951.t1	g4785.t1
OG0001443	g2955.t1	g1127.t1
OG0001444	g2958.t1	g4569.t1
OG0001445	g2960.t1	g4568.t1
OG0001446	g2961.t1	g4567.t1
OG0001447	g2963.t1	g1545.t1
OG0001448	g2973.t1	g2667.t1
OG0001449	g2975.t1	g4433.t1
OG0001450	g2976.t1	g4432.t1
OG0001451	g2977.t1	g3010.t1
OG0001452	g2978.t1	g3011.t1
OG0001453	g2993.t1	g111.t1
OG0001454	g2995.t1	g2314.t1
OG0001455	g3004.t1	g1219.t1
OG0001456	g3013.t1	g4692.t1
OG0001457	g3016.t1	g3771.t1
OG0001458	g3018.t1, g3267.t1	
OG0001459	g3023.t1	g1080.t1
OG0001460	g3033.t1	g1223.t1
OG0001461	g3034.t1	g2133.t1
OG0001462	g3043.t1	g1885.t1
OG0001463	g3045.t1, g3520.t1	
OG0001464	g3052.t1	g4859.t1
OG0001465	g3053.t1	g381.t1
OG0001466	g3056.t1	g5217.t1
OG0001467	g3057.t1	g3773.t1
OG0001468	g3064.t1	g3994.t1
OG0001469	g3072.t1, g3281.t1	
OG0001470	g3091.t1	g5090.t1
OG0001471	g3092.t1	g5089.t1
OG0001472	g3099.t1	g2679.t1
OG0001473	g3101.t1	g2680.t1
OG0001474	g3102.t1	g2681.t1
OG0001475	g3104.t1	g2683.t1
OG0001476	g3105.t1	g2684.t1
OG0001477	g3106.t1	g2685.t1
OG0001478	g3107.t1	g2686.t1
OG0001479	g3108.t1	g2687.t1
OG0001480	g3110.t1	g2689.t1
OG0001481	g3111.t1	g2690.t1
OG0001482	g3114.t1	g5512.t1
OG0001483	g3121.t1	g1855.t1
OG0001484	g3123.t1	g428.t1
OG0001485	g3154.t1	g1849.t1
OG0001486	g3155.t1	g1222.t1
OG0001487	g3160.t1	g4477.t1
OG0001488	g3169.t1	g1814.t1
OG0001489	g3174.t1	g4313.t1
OG0001490	g3184.t1	g2950.t1
OG0001491	g3186.t1	g4721.t1
OG0001492	g3187.t1	g3226.t1
OG0001493	g3188.t1	g5046.t1
OG0001494	g3189.t1	g4982.t1
OG0001495	g3190.t1	g4983.t1
OG0001496	g3192.t1	g2467.t1
OG0001497	g3200.t1	g4488.t1
OG0001498	g3201.t1	g4548.t1
OG0001499	g3208.t1	g439.t1
OG0001500	g3216.t1	g5424.t1
OG0001501	g3224.t1	g1106.t1
OG0001502	g3225.t1	g5260.t1
OG0001503	g3232.t1	g108.t1
OG0001504	g3233.t1	g2591.t1
OG0001505	g3238.t1	g4362.t1
OG0001506	g3242.t1	g3740.t1
OG0001507	g3244.t1	g1470.t1
OG0001508	g3251.t1	g1041.t1
OG0001509	g3255.t1	g3337.t1
OG0001510	g3259.t1	g2076.t1
OG0001511	g3261.t1	g3656.t1
OG0001512	g3273.t1	g152.t1
OG0001513	g3276.t1	g1601.t1
OG0001514	g3278.t1	g1603.t1
OG0001515	g3279.t1	g1604.t1
OG0001516	g3283.t1	g3995.t1
OG0001517	g3291.t1	g3830.t1
OG0001518	g3295.t1	g4524.t1
OG0001519	g3298.t1	g5120.t1
OG0001520	g3299.t1	g396.t1
OG0001521	g3304.t1, g3312.t1	
OG0001522	g3313.t1	g1820.t1
OG0001523	g3321.t1	g5223.t1
OG0001524	g3325.t1	g675.t1
OG0001525	g3337.t1	g4643.t1
OG0001526	g3338.t1, g3354.t1	
OG0001527	g3339.t1, g3364.t1	
OG0001528	g3344.t1	g1030.t1
OG0001529	g3348.t1	g147.t1
OG0001530	g3352.t1	g3841.t1
OG0001531	g3367.t1	g3842.t1
OG0001532	g3374.t1	g4471.t1
OG0001533	g3375.t1	g590.t1
OG0001534	g3377.t1	g3757.t1
OG0001535	g3378.t1	g5042.t1
OG0001536	g3386.t1	g5043.t1
OG0001537	g3389.t1	g3831.t1
OG0001538	g3390.t1, g3431.t1	
OG0001539	g3393.t1	g4840.t1
OG0001540	g3394.t1	g4517.t1
OG0001541	g3395.t1	g4518.t1
OG0001542	g3407.t1	g3175.t1
OG0001543	g3408.t1	g4319.t1
OG0001544	g3409.t1	g4320.t1
OG0001545	g3410.t1	g4321.t1
OG0001546	g3411.t1	g4323.t1
OG0001547	g3415.t1	g5262.t1
OG0001548	g3420.t1	g2527.t1
OG0001549	g3425.t1	g233.t1
OG0001550	g3452.t1, g3493.t1	
OG0001551	g3453.t1, g3494.t1	
OG0001552	g3463.t1, g3465.t1	
OG0001553	g3486.t1	g4208.t1
OG0001554	g3490.t1	g1028.t1
OG0001555	g3501.t1	g230.t1
OG0001556	g3502.t1	g231.t1
OG0001557	g3513.t1	g1033.t1
OG0001558	g3515.t1	g4812.t1
OG0001559	g3516.t1	g4921.t1
OG0001560	g3517.t1	g4171.t1
OG0001561	g3530.t1	g1819.t1
OG0001562	g3531.t1	g3699.t1
OG0001563	g3532.t1	g3705.t1
OG0001564	g3535.t1	g4695.t1
OG0001565	g3539.t1	g5245.t1
OG0001566	g3549.t1	g4361.t1
OG0001567	g3550.t1	g4822.t1
OG0001568	g3551.t1	g4821.t1
OG0001569	g3556.t1	g3507.t1
OG0001570	g3557.t1	g4841.t1
OG0001571		g11.t1, g3305.t1
OG0001572		g40.t1, g65.t1
OG0001573		g2498.t1, g42.t1
OG0001574		g1169.t1, g43.t1
OG0001575		g3915.t1, g46.t1
OG0001576		g52.t1, g53.t1
OG0001577		g63.t1, g871.t1
OG0001578		g2908.t1, g64.t1
OG0001579		g66.t1, g67.t1
OG0001580		g1688.t1, g85.t1
OG0001581		g1687.t1, g86.t1
OG0001582		g2407.t1, g90.t1
OG0001583		g140.t1, g1980.t1
OG0001584		g148.t1, g149.t1
OG0001585		g151.t1, g4273.t1
OG0001586		g164.t1, g1770.t1
OG0001587		g168.t1, g238.t1
OG0001588		g1758.t1, g191.t1
OG0001589		g216.t1, g994.t1
OG0001590		g224.t1, g4151.t1
OG0001591		g258.t1, g5338.t1
OG0001592		g1525.t1, g263.t1
OG0001593		g2082.t1, g274.t1
OG0001594		g316.t1, g4747.t1
OG0001595		g336.t1, g338.t1
OG0001596		g337.t1, g4095.t1
OG0001597		g353.t1, g354.t1
OG0001598		g3694.t1, g382.t1
OG0001599		g384.t1, g5140.t1
OG0001600		g1315.t1, g404.t1
OG0001601		g405.t1, g837.t1
OG0001602		g1789.t1, g414.t1
OG0001603		g447.t1, g5130.t1
OG0001604		g3326.t1, g464.t1
OG0001605		g1020.t1, g491.t1
OG0001606		g4941.t1, g500.t1
OG0001607		g504.t1, g505.t1
OG0001608		g1176.t1, g510.t1
OG0001609		g4453.t1, g545.t1
OG0001610		g5358.t1, g546.t1
OG0001611		g1517.t1, g558.t1
OG0001612		g4026.t1, g567.t1
OG0001613		g4818.t1, g594.t1
OG0001614		g3147.t1, g600.t1
OG0001615		g2255.t1, g603.t1
OG0001616		g1206.t1, g608.t1
OG0001617		g621.t1, g920.t1
OG0001618		g4964.t1, g622.t1
OG0001619		g651.t1, g653.t1
OG0001620		g2650.t1, g656.t1
OG0001621		g3158.t1, g688.t1
OG0001622		g695.t1, g696.t1
OG0001623		g3927.t1, g714.t1
OG0001624		g2495.t1, g719.t1
OG0001625		g1125.t1, g741.t1
OG0001626		g1056.t1, g747.t1
OG0001627		g2217.t1, g751.t1
OG0001628		g1512.t1, g752.t1
OG0001629		g3642.t1, g757.t1
OG0001630		g2250.t1, g763.t1
OG0001631		g2252.t1, g765.t1
OG0001632		g2795.t1, g776.t1
OG0001633		g4966.t1, g808.t1
OG0001634		g4607.t1, g819.t1
OG0001635		g1557.t1, g842.t1
OG0001636		g3408.t1, g867.t1
OG0001637		g4536.t1, g869.t1
OG0001638		g2740.t1, g876.t1
OG0001639		g3200.t1, g884.t1
OG0001640		g5266.t1, g899.t1
OG0001641		g910.t1, g911.t1
OG0001642		g2194.t1, g933.t1
OG0001643		g2729.t1, g942.t1
OG0001644		g4597.t1, g949.t1
OG0001645		g3221.t1, g951.t1
OG0001646		g4172.t1, g972.t1
OG0001647		g1969.t1, g992.t1
OG0001648		g3203.t1, g998.t1
OG0001649		g1011.t1, g3686.t1
OG0001650		g1017.t1, g1581.t1
OG0001651		g1029.t1, g5072.t1
OG0001652		g1065.t1, g2361.t1
OG0001653		g1091.t1, g2805.t1
OG0001654		g1102.t1, g1107.t1
OG0001655		g1132.t1, g1712.t1
OG0001656		g1168.t1, g2462.t1
OG0001657		g1182.t1, g1807.t1
OG0001658		g1183.t1, g4221.t1
OG0001659		g1195.t1, g2697.t1
OG0001660		g1205.t1, g2219.t1
OG0001661		g1255.t1, g2899.t1
OG0001662		g1268.t1, g2260.t1
OG0001663		g1270.t1, g1285.t1
OG0001664		g1311.t1, g1711.t1
OG0001665		g1329.t1, g2862.t1
OG0001666		g1351.t1, g2003.t1
OG0001667		g1367.t1, g1372.t1
OG0001668		g1379.t1, g5396.t1
OG0001669		g1440.t1, g3678.t1
OG0001670		g1447.t1, g3546.t1
OG0001671		g1457.t1, g5334.t1
OG0001672		g1459.t1, g1717.t1
OG0001673		g1461.t1, g1716.t1
OG0001674		g1462.t1, g1715.t1
OG0001675		g1463.t1, g1714.t1
OG0001676		g1467.t1, g1726.t1
OG0001677		g1475.t1, g5048.t1
OG0001678		g1506.t1, g3655.t1
OG0001679		g1535.t1, g4809.t1
OG0001680		g1547.t1, g3325.t1
OG0001681		g1548.t1, g3020.t1
OG0001682		g1555.t1, g4984.t1
OG0001683		g1566.t1, g4213.t1
OG0001684		g1569.t1, g1573.t1
OG0001685		g1580.t1, g4843.t1
OG0001686		g1610.t1, g2004.t1
OG0001687		g1630.t1, g3717.t1
OG0001688		g1669.t1, g2240.t1
OG0001689		g1671.t1, g3329.t1
OG0001690		g1680.t1, g2408.t1
OG0001691		g1704.t1, g2102.t1
OG0001692		g1773.t1, g3001.t1
OG0001693		g1786.t1, g1984.t1
OG0001694		g1796.t1, g1902.t1
OG0001695		g1805.t1, g4106.t1
OG0001696		g1808.t1, g3429.t1
OG0001697		g1809.t1, g2368.t1
OG0001698		g1812.t1, g4410.t1
OG0001699		g1834.t1, g2094.t1
OG0001700		g1863.t1, g4210.t1
OG0001701		g1870.t1, g3106.t1
OG0001702		g1896.t1, g3165.t1
OG0001703		g1933.t1, g4296.t1
OG0001704		g1947.t1, g3838.t1
OG0001705		g1950.t1, g2022.t1
OG0001706		g1996.t1, g2064.t1
OG0001707		g1999.t1, g4206.t1
OG0001708		g2098.t1, g2099.t1
OG0001709		g2103.t1, g5100.t1
OG0001710		g2144.t1, g2171.t1
OG0001711		g2186.t1, g2232.t1
OG0001712		g2197.t1, g3755.t1
OG0001713		g2212.t1, g3531.t1
OG0001714		g2225.t1, g3300.t1
OG0001715		g2261.t1, g3902.t1
OG0001716		g2271.t1, g3622.t1
OG0001717		g2280.t1, g4648.t1
OG0001718		g2295.t1, g4170.t1
OG0001719		g2322.t1, g2325.t1
OG0001720		g2323.t1, g2324.t1
OG0001721		g2331.t1, g5150.t1
OG0001722		g2342.t1, g2343.t1
OG0001723		g2389.t1, g4008.t1
OG0001724		g2397.t1, g3515.t1
OG0001725		g2432.t1, g5498.t1
OG0001726		g2470.t1, g3369.t1
OG0001727		g2474.t1, g2598.t1
OG0001728		g2493.t1, g3091.t1
OG0001729		g2497.t1, g2727.t1
OG0001730		g2513.t1, g3809.t1
OG0001731		g2581.t1, g3720.t1
OG0001732		g2586.t1, g5471.t1
OG0001733		g2607.t1, g2817.t1
OG0001734		g2622.t1, g2853.t1
OG0001735		g2699.t1, g2700.t1
OG0001736		g2709.t1, g4397.t1
OG0001737		g2735.t1, g4251.t1
OG0001738		g2810.t1, g3355.t1
OG0001739		g2811.t1, g2938.t1
OG0001740		g2815.t1, g5506.t1
OG0001741		g2844.t1, g5505.t1
OG0001742		g2859.t1, g3302.t1
OG0001743		g2920.t1, g4906.t1
OG0001744		g2936.t1, g5205.t1
OG0001745		g2942.t1, g5228.t1
OG0001746		g2959.t1, g3763.t1
OG0001747		g2960.t1, g5077.t1
OG0001748		g3003.t1, g4690.t1
OG0001749		g3058.t1, g3562.t1
OG0001750		g3115.t1, g3116.t1
OG0001751		g3176.t1, g3406.t1
OG0001752		g3192.t1, g3243.t1
OG0001753		g3208.t1, g3210.t1
OG0001754		g3304.t1, g3405.t1
OG0001755		g3320.t1, g5230.t1
OG0001756		g3344.t1, g3345.t1
OG0001757		g3347.t1, g4185.t1
OG0001758		g3348.t1, g4186.t1
OG0001759		g3349.t1, g4187.t1
OG0001760		g3361.t1, g4038.t1
OG0001761		g3363.t1, g3364.t1
OG0001762		g3386.t1, g4908.t1
OG0001763		g3486.t1, g4674.t1
OG0001764		g3499.t1, g4091.t1
OG0001765		g3588.t1, g3589.t1
OG0001766		g3590.t1, g3647.t1
OG0001767		g3617.t1, g3620.t1
OG0001768		g3627.t1, g4911.t1
OG0001769		g3653.t1, g4112.t1
OG0001770		g3672.t1, g4324.t1
OG0001771		g3674.t1, g5131.t1
OG0001772		g3741.t1, g4118.t1
OG0001773		g3742.t1, g4117.t1
OG0001774		g3811.t1, g5116.t1
OG0001775		g3900.t1, g3901.t1
OG0001776		g3936.t1, g5002.t1
OG0001777		g4078.t1, g4570.t1
OG0001778		g4126.t1, g5059.t1
OG0001779		g4176.t1, g4235.t1
OG0001780		g4202.t1, g4203.t1
OG0001781		g4300.t1, g4478.t1
OG0001782		g4422.t1, g4427.t1
OG0001783		g4450.t1, g4553.t1
OG0001784		g4462.t1, g5102.t1
OG0001785		g4475.t1, g4476.t1
OG0001786		g4511.t1, g4830.t1
OG0001787		g4572.t1, g4577.t1
OG0001788		g4664.t1, g4693.t1
OG0001789		g4710.t1, g4975.t1
OG0001790		g4776.t1, g5317.t1
OG0001791		g4777.t1, g5316.t1
OG0001792		g4779.t1, g4780.t1
OG0001793		g4863.t1, g5455.t1
OG0001794		g4883.t1, g4885.t1
OG0001795		g4951.t1, g5305.t1
OG0001796		g5079.t1, g5476.t1
OG0001797		g5093.t1, g5101.t1
OG0001798		g5103.t1, g5104.t1
OG0001799		g5106.t1, g5107.t1
OG0001800		g5152.t1, g5154.t1
OG0001801		g5156.t1, g5157.t1
OG0001802		g5189.t1, g5194.t1
OG0001803		g5192.t1, g5199.t1
OG0001804		g5280.t1, g5281.t1
OG0001805		g5402.t1, g5430.t1
