Orthogroup	Mycobacterium_tuberculosis	Pseudomonas_aeruginosa
OG0004978		g5374.t1
OG0004979		g5375.t1
OG0004980		g5377.t1
OG0004981		g5378.t1
OG0004982		g5381.t1
OG0004983		g5382.t1
OG0004984		g5383.t1
OG0004985		g5387.t1
OG0004986		g5388.t1
OG0004987		g5391.t1
OG0004988		g5397.t1
OG0004989		g5400.t1
OG0004990		g5401.t1
OG0004991		g5407.t1
OG0004992		g5408.t1
OG0004993		g5409.t1
OG0004994		g5417.t1
OG0004995		g5418.t1
OG0004996		g5420.t1
OG0004997		g5421.t1
OG0004998		g5432.t1
OG0004999		g5435.t1
OG0005000		g5437.t1
OG0005001		g5439.t1
OG0005002		g5442.t1
OG0005003		g5449.t1
OG0005004		g5456.t1
OG0005005		g5459.t1
OG0005006		g5461.t1
OG0005007		g5470.t1
OG0005008		g5483.t1
OG0005009		g5485.t1
OG0005010		g5487.t1
OG0005011		g5488.t1
OG0005012		g5491.t1
OG0005013		g5493.t1
OG0005014		g5497.t1
OG0005015		g5499.t1
OG0005016		g5502.t1
OG0005017		g5503.t1
OG0005018		g5504.t1
OG0005019		g5507.t1
OG0005020		g5508.t1
OG0005021		g5509.t1
OG0005022		g5510.t1
OG0005023		g5514.t1
